player_name,pokemon,trainer_name,real_time_hmmss,resets,blackouts,level,game_time,battle_duration,move1,move2,move3,move4
NINTEN,Magmar,Rival1-Lab,37,0,0,5,0:01,10.558,EMBER,,,
NINTEN,Magmar,Brock,3:08,0,0,11,0:11,19.919,EMBER,,,
NINTEN,Magmar,Rival2-Nugget Bridge,6:40,0,0,19,0:25,17.569,EMBER,MEGA PUNCH,,
NINTEN,Magmar,Misty,10:26,1,0,23,0:39,11.825,EMBER,MEGA PUNCH,SEISMIC TOSS,
NINTEN,Magmar,Cerulean Rocket,10:51,1,0,24,0:41,8.881,EMBER,MEGA PUNCH,SEISMIC TOSS,
NINTEN,Magmar,Rival3-SS Anne,12:59,1,0,26,0:49,13.501,BODY SLAM,MEGA PUNCH,SEISMIC TOSS,EMBER
NINTEN,Magmar,Surge,13:59,1,0,27,0:53,11.632,BODY SLAM,MEGA PUNCH,SEISMIC TOSS,EMBER
NINTEN,Magmar,Rival4-Pkmn Tower,20:15,1,0,31,1:18,20.486,PSYCHIC,BODY SLAM,SEISMIC TOSS,EMBER
NINTEN,Magmar,Erika,23:01,1,0,35,1:29,13.356,PSYCHIC,BODY SLAM,SEISMIC TOSS,EMBER
NINTEN,Magmar,Koga,27:16,1,0,40,1:46,14.021,PSYCHIC,BODY SLAM,SEISMIC TOSS,EMBER
NINTEN,Magmar,Rival5-Silph,29:45,1,0,45,1:56,26.984,PSYCHIC,BODY SLAM,SEISMIC TOSS,FIRE PUNCH
NINTEN,Magmar,Sabrina,31:19,1,0,47,2:02,12.523,PSYCHIC,BODY SLAM,SEISMIC TOSS,FIRE PUNCH
NINTEN,Magmar,Blaine,33:51,1,0,49,2:12,18.571,PSYCHIC,BODY SLAM,SEISMIC TOSS,FIRE PUNCH
NINTEN,Magmar,Giovanni,35:21,1,0,50,2:18,19.823,PSYCHIC,BODY SLAM,SEISMIC TOSS,FIRE PUNCH
NINTEN,Magmar,Rival6-Route 22,36:18,1,0,52,2:22,29.993,PSYCHIC,BODY SLAM,SEISMIC TOSS,FIRE PUNCH
NINTEN,Magmar,Lorelei,39:36,2,0,56,2:33,27.611,PSYCHIC,BODY SLAM,MIMIC,FLAMETHROWER
NINTEN,Magmar,Bruno,40:07,2,0,56,2:35,17.065,PSYCHIC,BODY SLAM,MIMIC,FLAMETHROWER
NINTEN,Magmar,Agatha,41:47,4,0,58,2:38,23.328,PSYCHIC,BODY SLAM,MIMIC,FLAMETHROWER
NINTEN,Magmar,Lance,44:35,8,0,61,2:43,42.902,PSYCHIC,MEGA KICK,MIMIC,REST
